|land|port|location|city|region|runway|approach|usage|opstatus|coordinates|
|US|BE6|Beatrice|Beatrice|AL|--3-----|RL|1207||3144N 08712W|
|US|BVW|Beaverton|Beaverton|OR|--3-----|RQ|9307|||
|US|QKH|Beekman|Beekman|LA|--3-----|RL|1401||3255N 09153W|
|US|KBE|Bell Island|Bell Island|AK|---4----|AI|0001|||
|US|UBU|Belleville|Belleville|NJ|--3-----|RQ|9008|||
|US|BFM|Belmont|Belmont|KS|--3-----|RL|0901||3731N 09759W|
|US|BJI|Bemidji|Bemidji|MN|--34----|AI|9601|||
|US|BTZ|Benton|Benton|ME|--3-----|RQ|9307|||
|US|BR8|Berlin|Berlin|KY|--3-----|RL|0901||3841N 08409W|
|US|BER|Berwick|Berwick|ME|--3-----|RQ|9307|||
|US|BNS|Bether Springs|Bether Springs|TN|-23-----|RL|0601|||
|US|BB4|Big Bend|Big Bend|TX|--3-----|RQ|0907||3000N 10300W|
|US|IGK|Bigfork|Bigfork|MN|--3-----|RL|1601||4744N 09339W|
|US|BIN|Birmingham|Birmingham|NJ|--3-----|RQ|9008|||
|US|LCV|Black River Falls|Black River Falls|WI|--3--6--|RL|0401||4417N 09051W|
|US|BV6|Blairesville|Blairesville|GA|1-------|RL|1201||3451N 08356W|
|US|IBH|Bleiblerville|Bleiblerville|TX|--3-----|RL|0901||3000N 09627W|
|US|BQI|Bloomington|Bloomington|MN|--3-----|RQ|9307|||
|US|2BM|Blue Mounds|Blue Mounds|WI|--3-----|RL|1407||4301N 08949W|
|US|BCT|Boca Raton|Boca Raton|FL|---4----|AI|9601|||
|US|BOA|Bon Air|Bon Air|AL|--3-----|RQ|9307|||
|US|BNW|Boone|Boone|IA|---4----|AI|9601|||
|US|YBS|Boston|Boston|NY|--3-----|RL|0401||4237N 07844W|
|US|OVC|Bovina Center|Bovina Center|NY|--3-----|RL|0701||4215N 07447W|
|US|OYC|Boyce|Boyce|LA|--3--6--|RQ|0607||3123N 09240W|
|US|RDT|Bradenton Beach|Bradenton Beach|FL|--3--6--|RL|0507||2728N 08242W|
|US|9BG|Branchburg|Branchburg|NJ|--3-----|RL|1801||4033N 07442W|
|US|QA9|Braymer|Braymer|MO|--3-----|RL|1607||3935N 09347W|
|US|BQB|Brentwood|Brentwood|NY|--3-----|RQ|9307|||
|US|BPG|Bridgeport|Bridgeport|NJ|--3-----|RQ|9307|||
|US|GXO|Brighton|Brighton|IL|--3-----|RL|1401||3902N 09008W|
|US|P7D|Bristow|Bristow|IA|--3-----|RL|1501||4246N 09254W|
|US|WO9|Bronson|Bronson|IA|--3-----|RL|1307||4224N 09612W|
|US|BKR|Brookley|Brookley|AL|--3-----|RQ|9307|||
|US|B5K|Brookston|Brookston|TX|--3-----|RL|1407||3337N 09541W|
|US|QBR|Brownsville|Brownsville|FL|--3-----|RL|0010||3025N 08715W|
|US|VDG|Brush Valley|Brush Valley|PA|--3-----|RL|1607||4032N 07904W|
|US|KKD|Buckskin|Buckskin|IN|--3-----|RL|0901||3813N 08724W|
|US|BFA|Buford|Buford|GA|--3-----|RQ|9307|||
|US|BAU|Burgaw|Burgaw|NC|--3-----|RL|0207||3433N 07756W|
|US|BGA|Burlington|Burlington|WA|--3-----|RQ|9307|||
|US|BJL|Bushnell|Bushnell|FL|--3-----|RQ|0607||2866N 08211W|
|US|BYM|Byram|Byram|CT|--3-----|RQ|9307|||
|US|CM5|Cadmus|Cadmus|MI|--3-----|RL|1607||4152N 08409W|
|US|QCJ|Califon|Califon|NJ|--3-----|RL|0212||4043N 07450W|
|US|CAN|Camanche|Camanche|IA|--3-----|RQ|9307|||
|US|CDE|Camden|Camden|NJ|1-3-----|RN|0105|||
|US|CPE|Campbell|Campbell|NY|--3-----|RQ|9307|||
|US|9CN|Candia|Candia|NH|--3-----|RL|1207||4304N 07116W|
|US|CNQ|Canton|Canton|NC|--3-----|RQ|9307|||
|US|XPY|Cape Henry|Cape Henry|VA|1-------|RL|1201||3655N 07601W|
|US|3OH|Cardington|Cardington|OH|--3-----|RL|1601||4030N 08253W|
|US|CRJ|Carman|Carman|NY|--3-----|RQ|9307|||
|US|TKX|Carriere|Carriere|MS|--3-----|RL|1401||3037N 08939W|
|US|4CV|Carterville|Carterville|IL|--3-----|RL|1301||3745N 08904W|
|US|CV9|Caseyville|Caseyville|IL|--3--6--|RQ|0607||3837N 09002W|
|US|COH|Castleton On Hudson|Castleton On Hudson|NY|--3-----|RQ|9307|||
|US|ACG|Catskill|Catskill|NY|--3-----|RQ|9008|||
|US|XDP|Cedar Falls|Cedar Falls|NC|--3-----|RQ|9307|||
|US|EFV|Cee Vee|Cee Vee|TX|--3-----|RL|0901||3413N 10027W|
+|US|C8J|Centerview|Centerview|MO|--3-----|RQ|2407||3845N 09351W|
|US|ZCT|Centralia|Centralia|MO|1-3-----|RL|0212||3913N 09208W|
|US|CLQ|Chalmette|Chalmette|LA|1-3-----|RN|0105|||
|US|6NC|Chaplin|Chaplin|CT|--3-----|RL|1607||4147N 07207W|
|US|CJW|Charlestown|Charlestown|RI|--3-----|RL|0701||4122N 07138W|
|US|7CW|Chatsworth|Chatsworth|NJ|--3--6--|RL|1207||3949N 07432W|
|US|HJM|Cheltenham|Cheltenham|MD|--3-----|RL|1301||3844N 07649W|
|US|CHJ|Cherryville|Cherryville|NC|--3-----|RQ|9307|||
|US|FHC|Chesterfield|Chesterfield|MA|--3-----|RL|1607||4223N 07250W|
|US|CHK|Chickasha|Chickasha|OK|--34----|AI|1101||3503N 09756W|
|US|CIO|Chino Valley|Chino Valley|AZ|--3-----|RQ|9501|||
|US|HYM|Chrome|Chrome|NJ|--3-----|RQ|0607||4035N 07413W|
|US|IEV|Circleville|Circleville|UT|--3--6--|RQ|0607||3810N 11216W|
|US|LRE|Claremore|Claremore|OK|-23--6--|RL|0401||3618N 09536W|
|US|YKG|Clarksbourg|Clarksbourg|MD|--3-----|RL|0701||3914N 07717W|
|US|C9C|Clay Center|Clay Center|OH|--3-----|AM|2107||4134N 08323W|
|US|U7Y|Clearfield|Clearfield|IA|--3-----|RL|1407||4048N 09428W|
|US|CL5|Cleveland|Cleveland|IL|--3-----|RL|0701||4130N 09019W|
|US|CSS|Clifton Springs|Clifton Springs|NY|--3-----|RL|0002|||
|US|CQJ|Clinton Township|Clinton Township|NJ|--3-----|RQ|9307|||
|US|QCN|Coal Center|Coal Center|PA|123--6--|RL|0307||4004N 07954W|
|US|6CC|Cocolalla|Cocolalla|ID|--3-----|RL|1801||4806N 11637W|
|US|C9R|Colcord|Colcord|OK|--3-----|RL|1301||3615N 09441W|
|US|GTD|Colgate|Colgate|ND|--3-----|RL|0701||4714N 09739W|
|US|CQA|Colma|Colma|CA|--3-----|RQ|9307|||
|US|COU|Columbia|Columbia|MO|--34----|AI|1207||3857N 09220W|
|US|OLU|Columbus|Columbus|NE|--34----|AI|9601|||
|US|CZY|Comyn|Comyn|TX|--3-----|RQ|9307|||
|US|XEB|Connell|Connell|WA|--3-----|RQ|9307|||
|US|KPS|Cooks Springs|Cooks Springs|AL|--3-----|RQ|1001||3335N 08623W|
|US|CET|Copiague|Copiague|NY|--3-----|RQ|9307|||
|US|VJA|Corinna|Corinna|ME|--3-----|RL|1207||4455N 06915W|
|US|TO3|Corralitos|Corralitos|CA|1-3-----|RL|1401||3659N 12148W|
|US|AGG|Cottage Grove|Cottage Grove|MN|--3--6--|RQ|0607||4449N 09256W|
|US|3CS|Countryside|Countryside|IL|--3-----|RL|1301||4146N 08752W|
|US|ZJH|Coward|Coward|SC|-----6--|RL|0901||3358N 07944W|
|US|ZVQ|Crane|Crane|MO|--3-----|RL|1207||3654N 09334W|
|US|CR8|Cresson|Cresson|PA|--3--6--|RQ|1001||4027N 07835W|
|US|OFN|Crofton|Crofton|KY|--3--6--|RQ|0607||3702N 08729W|
|US|CXA|Croswell|Croswell|MI|--3-----|RQ|9307|||
|US|CUA|Cuba|Cuba|NM|--3--6--|RL|0607||3601N 10657W|
|US|IUU|Cumming|Cumming|IA|--3-----|RL|1501||4129N 09345W|
|US|YJA|Cynthiana|Cynthiana|IN|--3-----|RL|1307||3811N 08742W|
|US|DHT|Dalhart|Dalhart|TX|---4----|AI|9601|||
|US|DPT|Dana Point|Dana Point|CA|--3-----|RL|0201||3327N 11742W|
|US|DIH|Danville|Danville|KS|-23-----|RL|0701||3717N 09753W|
|US|DVT|Davant|Davant|LA|1-3-----|RN|9501|||
|US|QYT|Dayton|Dayton|MT|--3-----|RQ|1007||4751N 11416W|
|US|Z2C|De Soto|De Soto|TX|-----6--|RL|0901||3235N 09651W|
|US|DKR|Decker|Decker|IN|--3-----|RL|1201||3831N 08731W|
|US|DFM|Deerfield|Deerfield|MO|--3-----|RQ|9307|||
|US|DOQ|Delano|Delano|TN|--3--6--|RL|0901||3516N 08433W|
|US|DA2|Delta|Delta|OH|-23--6--|RL|0607||4134N 08400W|
|US|DTE|Denton|Denton|MT|------7-|RL|1201||4719N 10956W|
|US|QDR|Derry|Derry|PA|-23--6--|RL|0401||4020N 07918W|
|US|YVC|Deweyville|Deweyville|UT|--3-----|RL|0901||4142N 11205W|
|US|DKS|Dierks|Dierks|AR|--3-----|RQ|9307|||
|US|DI7|Dix Hills|Dix Hills|NY|--3-----|RL|1301||4048N 07320W|
|US|DD8|Donaldson|Donaldson|MN|--3-----|RL|0901||4834N 09653W|
|US|DUG|Douglas|Douglas|AZ|---4----|AI|0001|||
|US|DYH|Downieville|Downieville|CA|--3-----|RL|1407||3933N 12049W|
|US|DRL|Drexel|Drexel|MO|-23--6--|RL|0401||3828N 09436W|
|US|DBS|Dubois|Dubois|ID|--34----|AI|9601|||
|US|D7C|Duncan|Duncan|NE|--3-----|RL|1707||4123N 09729W|
|US|DNV|Dunnville|Dunnville|KY|--3--6--|RQ|0607||3712N 08500W|
|US|DUT|Dutch Harbor|Dutch Harbor|AK|1--4----|AI|0001|||
|US|EAG|Eagle Point|Eagle Point|NJ|--3-----|RQ|9012|||
|US|E7T|East Amherst|East Amherst|NY|--3-----|RL|1607||4301N 07841W|
|US|EDU|East Dublin|East Dublin|GA|--3-----|RL|0307||3232N 08252W|
|US|7EV|East Haven|East Haven|VT|--3-----|RL|1807||4439N 07153W|
|US|ENQ|East Norwalk|East Norwalk|CT|--3-----|RQ|9307|||
|US|KCO|East Stockton|East Stockton|CA|--3--6--|RQ|0607||3758N 12115W|
|US|E5G|Easton|Easton|OH|--3-----|RL|1801||4002N 08125W|
|US|EJY|Eddy|Eddy|TX|--3-----|RL|0901||3117N 09715W|
|US|EEU|Edgerton|Edgerton|KS|--3-----|RL|1307||3845N 09500W|
|US|EOW|Edmonds|Edmonds|WA|1-3-----|RN|0105|||
|US|EJN|Egnar|Egnar|CO|--3-----|RL|1301||3754N 10856W|
|US|EB7|Elba|Elba|MN|--3-----|RL|2001||4405N 09201W|
|US|EGN|Elgin|Elgin|IL|--3-----|RQ|9307|||
|US|E3K|Elk Horn|Elk Horn|KY|1-3-----|RL|1401||3718N 08517W|
|US|E99|Elkton|Elkton|TN|--3-----|RL|1701||3503N 08653W|
|US|QIW|Ellsworth|Ellsworth|IA|--3--6--|RQ|1001||4219N 09345W|
|US|EMJ|Elmore|Elmore|OH|-23-----|RL|0901||4129N 08318W|
|US|3LF|Elwood|Elwood|TX|--3-----|RL|1607||3348N 09604W|
|US|EPW|Empire|Empire|NV|--3-----|RL|0701||3911N 11943W|
|US|KEB|English Bay|English Bay|AK|---4----|AI|0001|||
|US|E7R|Erath|Erath|LA|------7-|RL|1301||2957N 09202W|
|US|8SS|Essex|Essex|VT|--3-----|RL|1607||4430N 07305W|
|US|EUD|Eudora|Eudora|AR|123--6--|RL|0307||3306N 09115W|
|US|E9M|Evans Mills|Evans Mills|NY|--3-----|RL|1701||4405N 07548W|
|US|ET7|Everton|Everton|MO|--3-----|AA|1601||3720N 09342W|
|US|FOS|Fair Oaks|Fair Oaks|CA|--3-----|RQ|9307|||
|US|YFE|Fairfield|Fairfield|ME|-23--6--|RL|0401||4435N 06935W|
|US|FMU|Fairmount|Fairmount|GA|123--6--|RL|0307||3426N 08442W|
|US|FKV|Falkville|Falkville|AL|-23--6--|RL|0507||3422N 08654W|
|US|FCR|Fancher|Fancher|NY|--3-----|RQ|9008|||
|US|7FG|Farmington|Farmington|IL|--3-----|RL|1301||4156N 08818W|
|US|F2S|Fawnskin|Fawnskin|CA|1-------|RL|1207||3416N 11656W|
|US|FEX|Felton|Felton|PA|--3-----|RL|0901||3951N 07633W|
|US|F5L|Fields Landing|Fields Landing|CA|--3-----|RL|1301||4043N 12412W|
|US|ZFI|Fisher Island| Miami|Fisher Island| Miami|FL|1-3-----|RL|0607||2546N 08008W|
|US|F3K|Flat Rock|Flat Rock|MI|--3-----|RL|1701||4206N 08316W|
|US|FOM|Flora|Flora|MS|-23--6--|RL|0401||3232N 09018W|
|US|XFG|Flower Mound|Flower Mound|TX|--3--6--|RL|0601||3302N 09705W|
|US|FHG|Ford Heights|Ford Heights|IL|--3-----|RL|0701||4130N 08735W|
|US|F3R|Forestburg|Forestburg|NY|--3-----|RL|1207||4133N 07445W|
|US|FBO|Fort Benton|Fort Benton|MT|-23-----|RL|0701||4749N 11041W|
|US|F3H|Fort Hancock|Fort Hancock|TX|--3-----|RL|1601||3117N 10550W|
|US|F7M|Fort Mohave|Fort Mohave|AZ|-----6--|RL|1201||3502N 11437W|
|US|FWA|Fort Wayne|Fort Wayne|IN|--34----|AI|0001||4102N 08508W|
|US|ZFV|Fowlerville|Fowlerville|MI|-23-----|RL|0401||4239N 08404W|
|US|F8F|Frankfort|Frankfort|ME|--3-----|RL|1807||4436N 06852W|
|US|KFG|Franklin Springs|Franklin Springs|GA|--3-----|RL|1701||3417N 08308W|
|US|FDS|Frederickson|Frederickson|WA|--3-----|RL|0901||4706N 12221W|
|US|FRX|Freeport|Freeport|NY|--3-----|RQ|9307|||
|US|FDU|Fridley|Fridley|MN|--3-----|RQ|9307|||
|US|RXR|Fruitland|Fruitland|ID|1-------|RQ|0901|||
|US|RRF|Furrs|Furrs|MS|--3--6--|RL|0601||3414N 08852W|
|US|GSU|Galesburg|Galesburg|MI|--3-----|RL|0401||4217N 08525W|
|US|AGP|Gap|Gap|PA|-23--6--|RL|0401||3959N 07601W|
|US|GPB|Garfield|Garfield|AR|-23-----|RL|0407||3626N 09358W|
|US|GCI|Gas City|Gas City|IN|--3-----|RL|9912|||
|US|G9E|Genesee|Genesee|PA|--3-----|RL|1801||4157N 07751W|
|US|GT7|Georgetown|Georgetown|ND|--3-----|RL|0901||3908N 07646W|
|US|GSL|Geyserville|Geyserville|CA|-23-----|RL|0607||3842N 12254W|
|US|IDF|Gildford|Gildford|MT|--3-----|RL|1401||4834N 11017W|
|US|GSR|Glade Spring|Glade Spring|VA|--3-----|RL|0201|||
|US|2GE|Glen Easton|Glen Easton|WV|--3-----|AA|1601||3950N 08038W|
|US|GAW|Glendale|Glendale|MD|--3-----|RQ|9307|||
|US|G2V|Glenville|Glenville|NC|--3-----|RL|1407||3510N 08307W|
|US|GOD|Godwin|Godwin|NC|--3-----|RQ|9307|||
|US|GLV|Golovin|Golovin|AK|---4----|AI|0001|||
|US|GOX|Gordon|Gordon|PA|--3-----|RL|1201||4045N 07620W|
|US|GWM|Gower|Gower|MO|--3-----|RL|0901||3937N 09436W|
|US|RNB|Granby|Granby|CO|--3--6--|RQ|0607||4505N 10556W|
|US|GDP|Grand Prairie|Grand Prairie|TX|--3-----|RQ|9307|||
|US|GTK|Granite|Granite|OK|--3--6--|RL|0901||3458N 09923W|
|US|3PA|Granville|Granville|PA|--3-----|RL|1607||4033N 07737W|
|US|YYG|Grayson|Grayson|GA|1-------|RL|1201||3353N 08357W|
|US|ZDM|Green Oaks|Green Oaks|IL|-----6--|RL|1401||4217N 08754W|
|US|GTS|Greeneville|Greeneville|TN|--3-----|RQ|9008|||
|US|GRS|Greensburg|Greensburg|IN|--3-----|RQ|9307|||
|US|GIE|Greenville|Greenville|WI|--3-----|RL|0507||4418N 08832W|
|US|GL2|Grenloch|Grenloch|NJ|--3-----|RL|0607||3947N 07503W|
|US|GOT|Groton|Groton|MA|--3-----|RQ|9307|||
|US|GDJ|Guildhall|Guildhall|VT|123-----|RL|0607||4434N 07134W|
|US|GUY|Guymon|Guymon|OK|---4----|AI|0001|||
|US|HAH|Hahnville|Hahnville|LA|1-3-----|RN|0105|||
|US|HN4|Halltown|Halltown|WV|-23-----|RL|0607||3919N 07748W|
|US|C4R|Hamilton|Hamilton|ND|--3-----|RL|1207||4848N 09727W|
|US|HA4|Hampton|Hampton|AR|--3-----|RL|1201||3332N 09228W|
|US|H8K|Hankamer|Hankamer|TX|--3-----|RL|1301||2951N 09437W|
|US|HQV|Happy Valley|Happy Valley|OR|--3-----|RQ|9307|||
|US|HRL|Harlingen|Harlingen|TX|--34----|AI|9601|||
|US|JHR|Harris|Harris|MO|--3--6--|RL|0901||4018N 09321W|
|US|HBF|Harrodsburg|Harrodsburg|KY|--3-----|RQ|9307|||
|US|VHL|Hartsville|Hartsville|TN|--3-----|RL|0607||3624N 08610W|
|US|HTP|Hatboro|Hatboro|PA|--3-----|RQ|9307|||
|US|HZZ|Hawesville|Hawesville|KY|123--6--|RL|0307||3754N 08645W|
|US|HYS|Hays|Hays|KS|--34----|RQ|9008|||
|US|HS4|Heaters|Heaters|WV|-23-----|RL|0607||3846N 08039W|
|US|HLN|Helena|Helena|MT|--34----|AI|9601|||
|US|NNP|Hennepin|Hennepin|IL|--3--6--|RL|0701||4115N 08920W|
|US|HRA|Hermitage|Hermitage|TN|-23-----|RL|0701||3612N 08637W|
|US|HIB|Hibbing-Chisholm Apt|Hibbing-Chisholm Apt|MN|---4----|AI|9601|||
|US|IHF|High Falls|High Falls|NY|--3-----|RL|1201||4149N 07407W|
|US|HIN|Highlands|Highlands|TX|-23-----|RL|0207||2948N 09503W|
|US|QHI|Hillsboro|Hillsboro|NH|-23--6--|RL|0401||4306N 07153W|
|US|4HN|Hinckley|Hinckley|IL|--3-----|RL|1801||4146N 08838W|
|US|HBR|Hobart|Hobart|OK|---4----|AI|0001|||
|US|HCM|Holcomb|Holcomb|IL|-23--6--|RL|0401||4203N 08905W|
|US|HYL|Hollis|Hollis|AK|---4----|AI|0001|||
|US|H2V|Holmesville|Holmesville|OH|-----6--|RL|0901||4037N 08155W|
|US|HT6|Hometown|Hometown|PA|-23-----|RL|0607||4049N 07559W|
|US|HUP|Hoopeston|Hoopeston|IL|--3-----|RQ|9307|||
|US|KK5|Hopkinton|Hopkinton|RI|--3-----|RL|1607||4127N 07146W|
|US|HTL|Houghton|Houghton|MI|---4----|AI|9601|||
|US|HWE|Howey In The Hills|Howey In The Hills|FL|--3-----|RQ|9307|||
|US|HDW|Hudson|Hudson|WI|--3-----|RL|0401||4458N 09245W|
|US|8HU|Hume|Hume|VA|--3-----|RL|1407||3849N 07759W|
|US|HGW|Huntington Woods|Huntington Woods|MI|1-3--6--|RL|0307||4228N 08310W|
|US|HTC|Hutchins|Hutchins|TX|--3-----|RQ|9307|||
|US|2DU|Idalou|Idalou|TX|--3-----|AA|1601||3339N 10141W|
|US|IDC|Independence|Independence|VA|--3-----|RQ|9307|||
|US|JG7|Ingalls|Ingalls|IN|--3-----|AA|1601||3957N 08548W|
|US|ILF|Iola|Iola|WI|--3-----|RL|0701||4430N 08907W|
|US|IR6|Ironton|Ironton|MN|--3-----|AA|1601||4628N 09358W|
|US|YIE|Islandia|Islandia|NY|-23--6--|RL|0607||4048N 07311W|
|US|JCX|Jacinto City|Jacinto City|TX|1-3-----|RL|2107||2946N 09514W|
|US|JAX|Jacksonville|Jacksonville|FL|1--4----|AI|0001|||
|US|JQM|Jamestown /Boone|Jamestown /Boone|IN|--3-----|AA|1601||3955N 08637W|
|US|JEA|Jeannette|Jeannette|PA|--3-----|RQ|9307|||
|US|JRL|Jeffersonville|Jeffersonville|VT|--3-----|RL|0901||4438N 07249W|
|US|JSU|Jesup|Jesup|IA|--3-----|RL|0901||4228N 09203W|
|US|JO2|Johnsonburg|Johnsonburg|NJ|-23-----|RL|1201||4057N 07452W|
|US|JEZ|Jonesville|Jonesville|IN|-2------|RL|0901||3938N 05323W|
|US|JC4|Junction City|Junction City|WI|------7-|RL|1301||4435N 08946W|
|US|KAC|Kalona|Kalona|IA|--3-----|RL|0901||4128N 09142W|
|US|KHX|Karthaus|Karthaus|PA|--3-----|RQ|9307|||
|US|KNA|Keenan|Keenan|TX|--3-----|RQ|9307|||
|US|KV6|Kenansville|Kenansville|FL|--3-----|RL|1607||2752N 08059W|
|US|KQS|Kenney|Kenney|IL|--3-----|RL|1401||4005N 08905W|
|US|KJO|Keota|Keota|IA|--3-----|RL|1201||4121N 09157W|
|US|KBS|Key Biscayne|Key Biscayne|FL|--3-----|RQ|9307|||
|US|FFA|Kill Devil Hills|Kill Devil Hills|NC|---4----|AI|0001|||
|US|KVC|King Cove|King Cove|AK|---4----|AI|9601|||
|US|KGN|Kingston|Kingston|MA|--3-----|RQ|9307|||
|US|6RB|Kirby|Kirby|OH|--3-----|RL|1607||4048N 08325W|
|US|KVL|Kivalina|Kivalina|AK|---4----|AI|0001|||
|US|OKK|Kokomo|Kokomo|IN|---4----|AI|9601|||
|US|KUN|Kuna|Kuna|ID|--3-----|RL|0901||4329N 11625W|
|US|LAI|La Grange|La Grange|IL|--3-----|RQ|9307|||
|US|T4L|La Pryor|La Pryor|TX|--3-----|AA|1601||2856N 09950W|
|US|LCI|Laconia|Laconia|NH|---4----|AI|0001|||
|US|LGN|Lagrange|Lagrange|IN|--3-----|RQ|9307|||
|US|XHJ|Lake City|Lake City|PA|--3-----|RQ|9307|||
|US|LKM|Lake Mary|Lake Mary|FL|--3-----|RQ|9008|||
|US|WCW|Lake Waccamaw|Lake Waccamaw|NC|1-3-----|RL|0407||3419N 07830W|
|US|LIL|Lakeville|Lakeville|MA|--3-----|RQ|9307|||
|US|LMP|Lampeter|Lampeter|PA|--3--6--|RQ|0607||3959N 07615W|
|US|YLT|Lanett|Lanett|AL|123-----|RL|0607||3251N 08511W|
|US|LNU|Laona|Laona|WI|--3-----|RQ|9307|||
|US|LJO|Laton|Laton|CA|--3--6--|RL|0901||3626N 11941W|
|US|YTI|Laurys Station|Laurys Station|PA|--3-----|RL|0901||4043N 07531W|
|US|LTJ|Layton|Layton|UT|-23-----|RL|0607||4104N 11158W|
|US|LBO|Lebanon|Lebanon|CT|--3-----|RQ|9307|||
|US|LDS|Leeds|Leeds|AL|--3-----|RQ|9307|||
|US|LC6|Leicester|Leicester|NC|-----6--|RL|0901||3539N 08241W|
|US|LOX|Lennox|Lennox|CA|--3-----|RQ|9307|||
|US|LSP|Lester Prairie|Lester Prairie|MN|--3-----|RL|1301||4453N 09402W|
|US|LUT|Lewiston|Lewiston|NY|--3-----|RQ|9307|||
|US|IBX|Liberty|Liberty|IL|--3-----|RL|1401||3952N 09106W|
|US|LV4|Lilesville|Lilesville|NC|-23--6--|RL|0607||3458N 07959W|
|US|LPJ|Lincoln Park|Lincoln Park|NJ|--3-----|RQ|9307|||
|US|LL6|Line Lexington|Line Lexington|PA|-----6--|RL|1107||4017N 07515W|
|US|LZI|Lisbon|Lisbon|OH|--3-----|RQ|9307|||
|US|LPW|Little Port Walter|Little Port Walter|AK|---4----|AI|0001|||
|US|LVM|Livingston|Livingston|MT|---4----|AI|0001|||
|US|LTV|Locustville|Locustville|VA|--3-----|RL|0201||3739N 07540W|
|US|LOZ|London|London|KY|---4----|AI|0001|||
|US|LRC|Long Reach|Long Reach|WV|123-----|RL|0307||3929N 08105W|
|US|LUX|Loreauville|Loreauville|LA|--3-----|RL|1301||3003N 09144W|
|US|LHX|Lothian|Lothian|MD|--3-----|RL|1201||3849N 07636W|
|US|VLJ|Lovell|Lovell|ME|--3-----|RQ|1001||4407N 07053W|
|US|LXC|Loxahatchee|Loxahatchee|FL|--3-----|RL|0701||2641N 08017W|
|US|LBS|Lumberton|Lumberton|MS|--3-----|RQ|9307|||
|US|3WA|Lyle|Lyle|WA|1-3-----|RL|1401||4541N 12117W|
|US|LYJ|Lynwood|Lynwood|CA|--3-----|RL|0401||3355N 11812W|
|US|XIG|Macedon|Macedon|NY|--3-----|RQ|9307|||
|US|DIC|Madison|Madison|FL|-23--6--|RL|0607||3028N 08325W|
|US|MA6|Magalia|Magalia|CA|--3-----|RQ|0907||3948N 12134W|
|US|Z38|Maize|Maize|KS|--3-----|RL|1501||3746N 09728W|
|US|UQJ|Mamaroneck|Mamaroneck|NY|--3-----|RQ|9008|||
|US|NMJ|Manchester|Manchester|NJ|-23-----|RL|0607||4002N 07417W|
|US|AIU|Manlius|Manlius|NY|--3--6--|RL|0401||4300N 07558W|
|US|MTA|Manteca|Manteca|CA|--3-----|RQ|9307|||
|US|MPM|Mapleton|Mapleton|ME|--3-----|RQ|9307|||
|US|ZLS|Marcellus|Marcellus|NY|--3-----|RL|1207||4258N 07620W|
|US|MGU|Maringouin|Maringouin|LA|--3-----|RL|0201||3029N 09131W|
|US|MMS|Marks|Marks|MS|---4----|AI|0001|||
|US|KTM|Marshall|Marshall|AR|--3-----|RL|1301||3554N 09238W|
|US|MRZ|Martinez|Martinez|CA|--3-----|RN|0105|||
|US|MSK|Mascoutah|Mascoutah|IL|-23-----|RL|0101||3829N 08947W|
|US|KMJ|Mattaponi|Mattaponi|VA|--3-----|RL|0701||3732N 07646W|
|US|YMM|Mayer|Mayer|MN|-23-----|RL|0607||4453N 09353W|
|US|MYW|Maywood|Maywood|NJ|--3-----|RQ|9307|||
|US|V9V|Mcclellanville|Mcclellanville|SC|--3-----|RL|1707||3305N 07928W|
|US|MCG|McGrath|McGrath|AK|---4----|AI|0001|||
|US|JIL|McNeil|McNeil|TX|--3-----|RQ|0901|||2 places in TX
|US|ME4|Medford|Medford|MN|--3-----|RL|0901||4410N 09314W|
|US|MKB|Melba|Melba|ID|--3-----|RQ|9307|||
|US|MEZ|Menasha|Menasha|WI|--3-----|RQ|9307|||
|US|MQU|Mequon|Mequon|WI|--3-----|RQ|9307|||
|US|VM4|Merrifield|Merrifield|VA|--3-----|AA|1601||3652N 07622W|
|US|EMF|Metamora|Metamora|OH|--3-----|RL|1201||4142N 08354W|
|US|M3V|Micaville|Micaville|NC|--3-----|RL|0901||3554N 08212W|
|US|3DF|Middlefield|Middlefield|MA|--3-----|RL|1607||4220N 07300W|
|US|MVK|Middleville|Middleville|MI|--3-----|RQ|9307|||
!|US|MWC|Midway City|Midway City|CA|--3-----|RQ|9307|||
|US|MFF|Milford|Milford|IL|--3-----|RQ|9307|||
|US|5MD|Milldale|Milldale|CT|--3-----|RL|1801||4133N 07253W|
|US|MZ8|Millsap|Millsap|TX|-----6--|RQ|1001||3244N 09800W|
|US|IJL|Milton|Milton|NH|--3-----|RL|1201||4324N 07059W|
|US|MC4|Mineral City|Mineral City|OH|-23-----|RL|0607||4036N 08122W|
|US|WMG|Minong|Minong|WI|--3-----|RL|0307||4605N 09149W|
|US|URI|Missouri City|Missouri City|MO|--3-----|RL|0201||3914N 09417W|
|US|OH7|Mohrsville|Mohrsville|PA|--3-----|RL|0901||4028N 07558W|
|US|MJU|Monmouth Junction|Monmouth Junction|NJ|--3-----|RQ|9307|||
|US|VML|Monroeville|Monroeville|PA|-23--6--|RL|0607||4025N 07947W|
|US|MZU|Monterey Park|Monterey Park|CA|--3-----|RL|9307|||
|US|MOC|Monticello|Monticello|KY|--3-----|RL|9901|||
|US|GMV|Monument Valley Gldngs|Monument Valley Gldngs|UT|---4----|AI|0001|||
|US|MMA|Mora|Mora|NM|--3-----|RL|0401||3558N 10519W|
|US|MGP|Morgantown|Morgantown|PA|--3-----|RQ|9307|||
